combo,r2,rmse,mae,mape
RF_sub600+LR,0.9999837797622347,0.18851408432903274,0.11317100073155942,0.014648127087715743
RF_sub600,0.9999836393359954,0.18932835336573645,0.0973365368284411,0.012134705892241828
LR_full,0.999973441989125,0.24121980780028499,0.16138955241612718,0.02075671378950819
RF_weighted_full+LR,0.9998292468824546,0.6116451208711202,0.16868690884625398,0.016379844657963487
RF_sub1500+LR,0.9998110146403821,0.643471439640206,0.17350435401229689,0.017100090254350546
RF_weighted_full,0.9993827731022079,1.1628872709586235,0.21086336752371523,0.01555100118427156
RF_sub1500,0.9993142101964287,1.2257748508730062,0.21853820992891376,0.01709533021859395
